,index,Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,Team,Position,dim1,dim2,tsne_clusters_id
0,1,VER,93.433,2.0,1.0,29.616,38.0,25.817,290.0,255.0,244.0,291.0,MEDIUM,2.0,Red Bull Racing,2.0,24.485321,-8.894066,1
1,2,VER,92.73,3.0,1.0,29.38,37.69,25.66,311.0,259.0,245.0,318.0,MEDIUM,3.0,Red Bull Racing,2.0,-18.018974,6.44274,2
2,3,VER,92.78,4.0,1.0,29.407,37.65,25.723,313.0,259.0,245.0,316.0,MEDIUM,4.0,Red Bull Racing,2.0,-18.057009,5.8418484,2
3,4,VER,92.582,5.0,1.0,29.338,37.403,25.841,320.0,254.0,244.0,288.0,MEDIUM,5.0,Red Bull Racing,1.0,-4.111372,7.2054195,2
4,5,VER,93.027,6.0,1.0,29.667,37.543,25.817,290.0,255.0,245.0,285.0,MEDIUM,6.0,Red Bull Racing,1.0,23.59819,-13.596976,1
5,6,VER,93.1,7.0,1.0,29.726,37.612,25.762,292.0,255.0,245.0,287.0,MEDIUM,7.0,Red Bull Racing,1.0,23.962326,-13.708328,1
6,7,VER,92.884,8.0,1.0,29.625,37.578,25.681,293.0,256.0,245.0,287.0,MEDIUM,8.0,Red Bull Racing,1.0,22.058142,-15.944892,1
7,8,VER,92.822,9.0,1.0,29.78,37.489,25.553,291.0,257.0,246.0,288.0,MEDIUM,9.0,Red Bull Racing,1.0,19.8724,-17.689373,1
8,9,VER,92.594,10.0,1.0,29.66,37.373,25.561,293.0,257.0,245.0,287.0,MEDIUM,10.0,Red Bull Racing,1.0,20.897505,-17.329084,1
9,10,VER,92.597,11.0,1.0,29.586,37.463,25.548,292.0,256.0,246.0,287.0,MEDIUM,11.0,Red Bull Racing,1.0,21.287022,-16.766788,1
10,11,VER,92.687,12.0,1.0,29.742,37.389,25.556,293.0,256.0,244.0,288.0,MEDIUM,12.0,Red Bull Racing,1.0,20.40893,-17.096035,1
11,13,VER,93.046,14.0,1.0,30.031,37.422,25.593,289.0,255.0,246.0,289.0,MEDIUM,14.0,Red Bull Racing,1.0,29.471409,-7.192821,1
12,15,VER,92.808,16.0,1.0,29.914,37.373,25.521,291.0,257.0,245.0,291.0,MEDIUM,16.0,Red Bull Racing,1.0,17.525728,-18.675068,1
13,16,VER,92.603,17.0,1.0,29.803,37.276,25.524,289.0,256.0,246.0,290.0,MEDIUM,17.0,Red Bull Racing,1.0,18.274866,-17.491245,1
14,17,VER,92.507,18.0,1.0,29.877,37.283,25.347,290.0,256.0,245.0,293.0,MEDIUM,18.0,Red Bull Racing,1.0,14.474402,-19.337528,1
15,23,VER,92.35,24.0,1.0,29.872,37.108,25.37,291.0,257.0,246.0,294.0,MEDIUM,24.0,Red Bull Racing,1.0,13.766258,-20.041555,1
16,24,VER,92.295,25.0,1.0,29.912,37.183,25.2,289.0,257.0,247.0,297.0,MEDIUM,25.0,Red Bull Racing,1.0,12.3621235,-19.38793,1
17,25,VER,92.276,26.0,1.0,29.752,37.242,25.282,288.0,257.0,247.0,292.0,MEDIUM,26.0,Red Bull Racing,1.0,12.439459,-20.76692,1
18,26,VER,92.138,27.0,1.0,29.668,37.223,25.247,290.0,257.0,247.0,294.0,MEDIUM,27.0,Red Bull Racing,1.0,11.661903,-20.871075,1
19,27,VER,92.215,28.0,1.0,29.826,37.244,25.145,289.0,256.0,248.0,295.0,MEDIUM,28.0,Red Bull Racing,1.0,11.389639,-19.939665,1
20,28,VER,92.251,29.0,1.0,29.871,37.266,25.114,290.0,257.0,248.0,295.0,MEDIUM,29.0,Red Bull Racing,1.0,11.708566,-19.579762,1
21,29,VER,92.363,30.0,1.0,29.844,37.229,25.29,289.0,257.0,247.0,293.0,MEDIUM,30.0,Red Bull Racing,1.0,12.90392,-20.155828,1
22,38,VER,90.348,39.0,2.0,28.668,36.724,24.956,298.0,260.0,249.0,289.0,SOFT,9.0,Red Bull Racing,1.0,-31.849895,-23.698841,0
23,39,VER,90.547,40.0,2.0,29.056,36.602,24.889,291.0,261.0,249.0,290.0,SOFT,10.0,Red Bull Racing,1.0,-31.652426,-22.744303,0
24,40,VER,90.688,41.0,2.0,29.118,36.63,24.94,294.0,261.0,250.0,294.0,SOFT,11.0,Red Bull Racing,1.0,-31.396381,-22.080328,0
25,42,VER,90.535,43.0,2.0,29.205,36.344,24.986,295.0,262.0,248.0,294.0,SOFT,13.0,Red Bull Racing,1.0,-32.00265,-21.649982,0
26,44,VER,91.342,45.0,2.0,29.245,36.759,25.338,297.0,261.0,247.0,291.0,SOFT,15.0,Red Bull Racing,1.0,-27.123224,-21.106184,0
27,45,VER,91.114,46.0,2.0,29.413,36.576,25.125,298.0,262.0,248.0,293.0,SOFT,16.0,Red Bull Racing,1.0,-28.951124,-22.017982,0
28,46,VER,91.148,47.0,2.0,29.339,36.621,25.188,297.0,263.0,249.0,292.0,SOFT,17.0,Red Bull Racing,1.0,-29.29999,-21.406416,0
29,48,VER,91.218,49.0,2.0,29.336,36.686,25.196,299.0,261.0,249.0,290.0,SOFT,19.0,Red Bull Racing,1.0,-28.159678,-21.723614,0
30,53,GAS,94.706,2.0,1.0,29.954,38.367,26.385,289.0,249.0,244.0,294.0,MEDIUM,2.0,Alpine,9.0,25.621553,16.433533,1
31,54,GAS,93.605,3.0,1.0,29.596,38.168,25.841,306.0,253.0,244.0,317.0,MEDIUM,3.0,Alpine,9.0,-11.429404,12.565444,2
32,55,GAS,93.349,4.0,1.0,29.492,38.086,25.771,304.0,254.0,245.0,314.0,MEDIUM,4.0,Alpine,9.0,-11.664481,11.8462305,2
33,56,GAS,93.863,5.0,1.0,29.566,38.12,26.177,302.0,251.0,244.0,293.0,MEDIUM,5.0,Alpine,9.0,11.807519,14.415105,1
34,59,GAS,93.905,8.0,1.0,29.751,38.006,26.148,299.0,254.0,243.0,310.0,MEDIUM,8.0,Alpine,9.0,15.204188,10.867573,1
35,60,GAS,93.592,9.0,1.0,29.741,37.85,26.001,300.0,253.0,244.0,311.0,MEDIUM,9.0,Alpine,9.0,12.516759,7.8539815,1
36,62,GAS,93.836,11.0,1.0,29.877,37.962,25.997,298.0,252.0,242.0,305.0,MEDIUM,11.0,Alpine,9.0,13.078469,9.213732,1
37,63,GAS,93.705,12.0,1.0,29.806,37.902,25.997,299.0,252.0,245.0,305.0,MEDIUM,12.0,Alpine,9.0,13.453921,8.362834,1
38,65,GAS,93.843,14.0,1.0,29.922,38.058,25.863,296.0,254.0,245.0,306.0,MEDIUM,14.0,Alpine,9.0,17.299494,6.787513,1
39,66,GAS,93.769,15.0,1.0,29.671,38.183,25.915,313.0,255.0,245.0,307.0,MEDIUM,15.0,Alpine,9.0,-6.729425,11.00369,2
40,67,GAS,93.535,16.0,1.0,29.712,37.938,25.885,297.0,253.0,245.0,303.0,MEDIUM,16.0,Alpine,9.0,13.612978,5.9633436,1
41,68,GAS,93.138,17.0,1.0,29.79,37.516,25.832,298.0,254.0,244.0,306.0,MEDIUM,17.0,Alpine,9.0,11.664311,-0.4585619,1
42,69,GAS,93.291,18.0,1.0,29.817,37.714,25.76,297.0,254.0,246.0,306.0,MEDIUM,18.0,Alpine,9.0,13.713306,-0.054546732,1
43,70,GAS,93.199,19.0,1.0,29.589,37.892,25.718,316.0,255.0,246.0,307.0,MEDIUM,19.0,Alpine,8.0,-6.5248055,8.989792,2
44,71,GAS,93.248,20.0,1.0,29.99,37.599,25.659,294.0,255.0,245.0,305.0,MEDIUM,20.0,Alpine,8.0,14.992821,-4.126819,1
45,73,GAS,93.168,22.0,1.0,29.877,37.485,25.806,295.0,256.0,244.0,305.0,MEDIUM,22.0,Alpine,8.0,11.265994,-1.6483194,1
46,74,GAS,92.846,23.0,1.0,29.697,37.419,25.73,296.0,255.0,244.0,307.0,MEDIUM,23.0,Alpine,8.0,10.499039,-0.98922205,1
47,76,GAS,93.098,25.0,1.0,29.868,37.665,25.565,295.0,256.0,246.0,306.0,MEDIUM,25.0,Alpine,8.0,11.052401,-4.477707,1
48,77,GAS,93.243,26.0,1.0,29.779,37.709,25.755,296.0,256.0,243.0,307.0,MEDIUM,26.0,Alpine,8.0,10.475011,-0.044270094,1
49,78,GAS,92.988,27.0,1.0,30.009,37.485,25.494,280.0,255.0,246.0,305.0,MEDIUM,27.0,Alpine,7.0,32.398846,-8.858703,1
50,90,GAS,92.98,39.0,2.0,29.367,37.504,26.109,293.0,255.0,250.0,297.0,SOFT,11.0,Alpine,12.0,5.8828716,-7.389226,1
51,91,GAS,92.823,40.0,2.0,29.676,37.533,25.614,290.0,255.0,248.0,296.0,SOFT,12.0,Alpine,12.0,16.568989,-12.494441,1
52,92,GAS,91.827,41.0,2.0,29.302,37.232,25.293,305.0,257.0,248.0,315.0,SOFT,13.0,Alpine,12.0,-21.581219,-8.293334,0
53,95,GAS,92.862,44.0,2.0,29.35,37.864,25.648,310.0,257.0,247.0,316.0,SOFT,16.0,Alpine,11.0,-16.539312,7.1848764,2
54,96,GAS,96.665,45.0,2.0,29.202,37.933,29.53,307.0,259.0,120.0,308.0,SOFT,17.0,Alpine,15.0,-5.508853,27.169296,2
55,99,PER,95.482,2.0,1.0,30.357,38.727,26.398,291.0,253.0,243.0,297.0,MEDIUM,2.0,Red Bull Racing,15.0,23.242111,19.393955,1
56,100,PER,94.38,3.0,1.0,30.134,38.414,25.832,318.0,256.0,243.0,324.0,MEDIUM,3.0,Red Bull Racing,15.0,-11.653135,25.90097,2
57,101,PER,94.339,4.0,1.0,29.668,38.564,26.107,312.0,253.0,244.0,326.0,MEDIUM,4.0,Red Bull Racing,15.0,-11.101506,20.786282,2
58,102,PER,94.073,5.0,1.0,29.706,38.28,26.087,310.0,254.0,243.0,296.0,MEDIUM,5.0,Red Bull Racing,14.0,11.838887,16.342289,1
59,103,PER,93.671,6.0,1.0,29.579,38.359,25.733,309.0,257.0,244.0,326.0,MEDIUM,6.0,Red Bull Racing,13.0,-14.703758,14.723218,2
60,104,PER,93.919,7.0,1.0,29.883,38.065,25.971,288.0,255.0,243.0,295.0,MEDIUM,7.0,Red Bull Racing,13.0,23.913197,7.505256,1
61,105,PER,93.568,8.0,1.0,29.897,37.909,25.762,291.0,256.0,245.0,299.0,MEDIUM,8.0,Red Bull Racing,13.0,23.555387,-4.417179,1
62,106,PER,93.271,9.0,1.0,29.541,37.868,25.862,309.0,260.0,244.0,330.0,MEDIUM,9.0,Red Bull Racing,13.0,-18.215754,10.273697,2
63,107,PER,93.364,10.0,1.0,29.769,37.805,25.79,291.0,255.0,245.0,296.0,MEDIUM,10.0,Red Bull Racing,12.0,23.509626,-7.304516,1
64,108,PER,93.547,11.0,1.0,29.769,37.845,25.933,300.0,258.0,242.0,320.0,MEDIUM,11.0,Red Bull Racing,12.0,-11.036878,9.440232,2
65,109,PER,93.429,12.0,1.0,29.824,38.0,25.605,312.0,257.0,245.0,327.0,MEDIUM,12.0,Red Bull Racing,11.0,-16.158548,12.983328,2
66,110,PER,93.452,13.0,1.0,29.892,37.777,25.783,289.0,256.0,246.0,291.0,MEDIUM,13.0,Red Bull Racing,11.0,29.166586,-4.4257197,1
67,111,PER,93.751,14.0,1.0,30.06,37.957,25.734,298.0,254.0,245.0,304.0,MEDIUM,14.0,Red Bull Racing,11.0,19.475794,2.708677,1
68,112,PER,93.48,15.0,1.0,29.808,37.868,25.804,307.0,256.0,245.0,318.0,MEDIUM,15.0,Red Bull Racing,11.0,-12.317489,9.210131,2
69,113,PER,93.055,16.0,1.0,29.795,37.899,25.361,310.0,259.0,246.0,329.0,MEDIUM,16.0,Red Bull Racing,10.0,-20.857533,9.226981,2
70,114,PER,93.28,17.0,1.0,30.009,37.544,25.727,287.0,255.0,245.0,293.0,MEDIUM,17.0,Red Bull Racing,10.0,29.0186,-5.548062,1
71,115,PER,93.099,18.0,1.0,29.904,37.549,25.646,289.0,255.0,246.0,298.0,MEDIUM,18.0,Red Bull Racing,10.0,26.298162,-5.1198144,1
72,116,PER,93.276,19.0,1.0,30.001,37.54,25.735,286.0,253.0,245.0,292.0,MEDIUM,19.0,Red Bull Racing,9.0,29.006021,-0.5393419,1
73,117,PER,93.202,20.0,1.0,29.931,37.611,25.66,289.0,255.0,246.0,295.0,MEDIUM,20.0,Red Bull Racing,9.0,27.354662,-4.9586287,1
74,118,PER,93.233,21.0,1.0,29.985,37.612,25.636,288.0,255.0,246.0,296.0,MEDIUM,21.0,Red Bull Racing,9.0,27.511873,-4.5545564,1
75,119,PER,93.026,22.0,1.0,30.023,37.422,25.581,289.0,258.0,246.0,297.0,MEDIUM,22.0,Red Bull Racing,9.0,17.475086,-20.818071,1
76,120,PER,93.262,23.0,1.0,30.067,37.554,25.641,287.0,255.0,245.0,293.0,MEDIUM,23.0,Red Bull Racing,9.0,28.528917,-5.601646,1
77,121,PER,92.726,24.0,1.0,29.884,37.353,25.489,291.0,256.0,246.0,301.0,MEDIUM,24.0,Red Bull Racing,9.0,12.940788,-14.638286,1
78,122,PER,92.907,25.0,1.0,29.9,37.539,25.468,290.0,257.0,247.0,300.0,MEDIUM,25.0,Red Bull Racing,9.0,12.705714,-15.368381,1
79,124,PER,92.742,27.0,1.0,30.002,37.472,25.268,289.0,255.0,248.0,303.0,MEDIUM,27.0,Red Bull Racing,8.0,13.415043,-16.64727,1
80,127,PER,91.408,30.0,2.0,29.472,36.72,25.216,286.0,258.0,247.0,294.0,SOFT,2.0,Red Bull Racing,12.0,-18.891966,-21.282352,0
81,128,PER,91.532,31.0,2.0,29.571,36.796,25.165,288.0,259.0,247.0,298.0,SOFT,3.0,Red Bull Racing,12.0,-18.8751,-21.22541,0
82,136,PER,92.503,39.0,2.0,29.361,37.509,25.633,307.0,261.0,249.0,315.0,SOFT,11.0,Red Bull Racing,8.0,-18.692598,-0.60556585,0
83,137,PER,91.909,40.0,2.0,29.446,36.993,25.47,294.0,258.0,248.0,302.0,SOFT,12.0,Red Bull Racing,8.0,-18.8848,-17.866821,0
84,138,PER,91.391,41.0,2.0,29.132,36.985,25.274,321.0,263.0,248.0,332.0,SOFT,13.0,Red Bull Racing,8.0,-34.043777,4.086814,0
85,139,PER,91.716,42.0,2.0,29.184,37.07,25.462,316.0,263.0,248.0,338.0,SOFT,14.0,Red Bull Racing,8.0,-33.44788,5.3913226,0
86,140,PER,92.005,43.0,2.0,29.171,37.002,25.832,321.0,263.0,247.0,334.0,SOFT,15.0,Red Bull Racing,7.0,-31.316849,7.1628065,0
87,141,PER,91.712,44.0,2.0,29.383,36.961,25.368,293.0,260.0,248.0,300.0,SOFT,16.0,Red Bull Racing,7.0,-20.205616,-18.272459,0
88,142,PER,91.571,45.0,2.0,29.104,36.891,25.576,317.0,265.0,246.0,327.0,SOFT,17.0,Red Bull Racing,7.0,-32.717636,6.446511,0
89,143,PER,91.675,46.0,2.0,29.205,37.263,25.207,318.0,264.0,247.0,331.0,SOFT,18.0,Red Bull Racing,6.0,-33.33727,3.5922737,0
90,144,PER,91.505,47.0,2.0,29.226,36.941,25.338,296.0,261.0,249.0,299.0,SOFT,19.0,Red Bull Racing,6.0,-25.935751,-18.283854,0
91,145,PER,91.209,48.0,2.0,29.269,36.799,25.141,295.0,261.0,249.0,297.0,SOFT,20.0,Red Bull Racing,6.0,-28.315159,-20.349426,0
92,146,PER,91.36,49.0,2.0,29.306,36.858,25.196,300.0,261.0,250.0,297.0,SOFT,21.0,Red Bull Racing,6.0,-28.033516,-19.48455,0
93,149,PER,91.188,52.0,2.0,29.16,36.809,25.219,305.0,261.0,250.0,304.0,SOFT,24.0,Red Bull Racing,6.0,-29.704002,-15.206069,0
94,151,ALO,94.419,2.0,1.0,30.019,38.184,26.216,293.0,254.0,244.0,301.0,MEDIUM,3.0,Aston Martin,7.0,19.7738,13.106047,1
95,152,ALO,93.424,3.0,1.0,29.461,38.136,25.827,314.0,257.0,244.0,319.0,MEDIUM,4.0,Aston Martin,7.0,-15.432836,11.245373,2
96,153,ALO,93.156,4.0,1.0,29.311,37.956,25.889,313.0,255.0,244.0,322.0,MEDIUM,5.0,Aston Martin,7.0,-14.505073,10.980222,2
97,154,ALO,94.157,5.0,1.0,29.7,38.245,26.212,297.0,254.0,244.0,309.0,MEDIUM,6.0,Aston Martin,7.0,15.223556,11.914086,1
98,155,ALO,94.636,6.0,1.0,29.935,38.452,26.249,305.0,252.0,244.0,300.0,MEDIUM,7.0,Aston Martin,7.0,13.386987,17.344074,1
99,156,ALO,94.645,7.0,1.0,29.904,38.838,25.903,297.0,255.0,244.0,319.0,MEDIUM,8.0,Aston Martin,8.0,-5.4889574,20.579502,2
